Marca temporal;Título;Resumen;Link en The Movie DB;Género;Edad al momento de ver la película;Calificación;Género
3/31/2019 7:45:55;I Choose The Window (2007);No tenemos un resumen traducido a tu idioma. Ayúdanos agregando uno.;https://www.themoviedb.org/movie/75110-me-pido-la-ventana?language=es-MX;Hombre;18 a 25 años;8;Comedia
3/31/2019 7:47:43;Monsters, Inc. (2001);Monsters Inc. es la mayor empresa de miedo del mundo, y James P. Sullivan es uno de sus mejores empleados. Asustar a los niños no es un trabajo fácil, ya que todos creen que los niños son tóxicos y no pueden tener contacto con ellos. Pero un día una niña se cuela sin querer en la empresa, provocando el caos.;https://www.themoviedb.org/movie/585-monsters-inc?language=es-MX;Hombre;15 a 18 años;7;Animación, Comedia, Familia
3/31/2019 7:49:28;Piratas del Caribe: El cofre de la muerte (2006);Will Turner y Elizabeth Swann se van a casar, pero ambos son hechos prisioneros por Lord Cutler Beckett y acusados de haber liberado al capitán Jack Sparrow. Para salvar su vida Will tendrá que encontrar a Jack y conseguir su misteriosa brújula, que esconde un gran poder además de la clave de una deuda de sangre del pirata con un temible y siniestro Davy Jones, el legendario capitán del barco fantasma El Holandés Errante.;https://www.themoviedb.org/movie/58-pirates-of-the-caribbean-dead-man-s-chest?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Fantasía
3/31/2019 7:50:39;Piratas del Caribe: En el fin del mundo (2007);Siguiendo la estela de lo sucedido en “Piratas del Caribe: El cofre de la muerte”, nuestros héroes, Will Turner y Elizabeth Swann, se han aliado con el capitán Barbossa para buscar y liberar al capitán Jack Sparrow del poder de Davy Jones. Mientras el Holandés Errante y la East India Trading Company causan estragos a lo largo de los Siete Mares, Will y Elizabeth navegan hacia Singapur, donde deben enfrentarse al astuto pirata chino Sao Feng. Ahora, en los mismísimos confines de la tierra, todos ellos deben elegir un bando en la batalla final, ya que no sólo sus vidas y fortunas, sino también el futuro de la piratería clásica, pende de un hilo.;https://www.themoviedb.org/movie/285-pirates-of-the-caribbean-at-world-s-end?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Fantasía
3/31/2019 7:51:40;Piratas del Caribe: La maldición del Perla Negra (2003);Mar Caribe, siglo XVIII. El aventurero capitán Jack Sparrow piratea en aguas caribeñas, pero su andanzas terminan cuando su enemigo, el Capitán Barbossa, después de robarle su barco, el Perla Negra, ataca la ciudad de Port Royal y secuestra a Elizabeth Swann, la hija del Gobernador. Will Turner, amigo de la infancia de Elizabeth, se une a Jack para rescatarla y recuperar el Perla Negra. Pero Barbossa y su tripulación son víctimas de un conjuro que los condena a vivir eternamente y a transformarse cada noche en esqueletos vivientes. El conjuro sólo puede romperse si devuelven una pieza de oro azteca y saldan una deuda de sangre. El rescate de la bella Elizabeth será una tarea difícil, pues la maldición es real y será difícil enfrentarse con quienes no pueden morir.;https://www.themoviedb.org/movie/22-pirates-of-the-caribbean-the-curse-of-the-black-pearl?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Fantasía
3/31/2019 7:52:17;Piratas del caribe: La venganza de Salazar (2017);El capitán Jack Sparrow se enfrentará a un grupo de piratas-fantasma comandados por una de sus viejas némesis, el terrorífico capitán Salazar, recién escapado del Triángulo de las Bermudas. La única posibilidad de Sparrow para salir con vida es encontrar el legendario Tridente de Poseidón, un poderoso artefacto que le da a su poseedor el control de los mares.;https://www.themoviedb.org/movie/166426-pirates-of-the-caribbean-dead-men-tell-no-tales?language=es-MX;Hombre;25 a 40 años;6;Acción, Aventura, Comedia, Fantasía
3/31/2019 7:53:16;Piratas del Caribe: Navegando aguas misteriosas (2011);Cuando Jack Sparrow (Johnny Depp) vuelve a encontrarse con una mujer a la que había conocido años atrás (Penélope Cruz), no está seguro de si se trata de amor o si ella es una estafadora sin escrúpulos que lo está utilizando para encontrar la legendaria Fuente de la Juventud. A todo esto, Jack es capturado por el Queen Anne's Revenge, el barco del temible pirata Barbanegra (Ian McShane), que lo obliga a unirse a su tripulación, lo que le hará vivir una inesperada aventura en la que no sabe quién le inspira más miedo si Barbanegra o esa mujer que regresa del pasado.;https://www.themoviedb.org/movie/1865-pirates-of-the-caribbean-on-stranger-tides?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Fantasía
3/31/2019 7:54:39;Planet 51 (2009);"Planet 51 es la historia de una familia de extraterrestres que vive tranquilamente en su planeta hasta la llegada de lo que para ellos es un alienígena: un hombre. El Capitán Charles ""Chuck"" Baker, astronauta americano, aterriza en Planet 51 pensando que es la primera persona en pisar el planeta. Para su sorpresa, descubre que el planeta está habitado por pequeñas criaturas verdes que viven felizmente en un mundo plagado de cercas blancas, reminiscencia de la alegre inocencia de la América de los años 50, y cuyo único temor es el de ser invadidos por alienígenas... ¡como Chuck! Ayudado por su compañero robot ""Rover"" y su nuevo amigo Lem, Chuck tendrá que abrirse camino a través del deslumbrante y desconcertante paisaje de Planet 51 para no convertirse en pieza permanente del Museo Espacial de Invasores Alienígenas de Planet 51";https://www.themoviedb.org/movie/16866-planet-51?language=es-MX;Hombre;18 a 25 años;6;Animación, Aventura, Ciencia Ficción, Comedia, Familia
3/31/2019 7:55:27;Planet Hulk 2010 (2010);Cuando Hulk se hace demasiado peligroso para la Tierra, Illuminati engañan a Hulk en una lanzadera y le lanzan al espacio a un planeta donde Hulk puede vivir en la paz. Lamentablemente, la lucha de Hulk por la fuga hace un funcionamiento defectuoso en la lanzadera que hace a Hulk conseguir en el planeta Sakaar donde se vende en la esclavitud y se entrena como un gladiador.;https://www.themoviedb.org/movie/30675-planet-hulk?language=es-MX;Hombre;25 a 40 años;9;Acción, Animación, Ciencia Ficción
3/31/2019 7:56:22;Power Rangers (2017);Cinco adolescentes normales deben convertirse en algo extraordinario cuando se enteran de que su pequeño pueblo de Angel Grove, y el mundo, está a punto de ser aniquilado por una amenaza alienígena. Elegidos por el destino, nuestros héroes descubren rápidamente que son los únicos que pueden salvar el planeta. Pero para hacerlo, tendrán que superar sus problemas de la vida real y, antes de que sea demasiado tarde, convertirse en los Power Rangers.;https://www.themoviedb.org/movie/305470-power-rangers?language=es-MX;Hombre;25 a 40 años;5;Acción, Aventura, Ciencia Ficción
3/31/2019 7:57:14;Project: ALF (1996);Six years ago, the space alien, ALF, was on his way back to his new home...When the Alien Task Force finally caught him. Now, the story continues to where the series ended. ALF is now protected by the Alien Task Force, but the leader wants to terminate ALF. So two officers decide to save ALF by taking ALF away from him. But the man the officers took ALF to wants to finally reveal ALF to the world.;https://www.themoviedb.org/movie/10960-project-alf?language=es-MX;Hombre;18 a 25 años;7;Ciencia Ficción, Comedia, Familia, Película de TV
4/1/2019 7:48:46;Ready Player One: Comienza el Juego (2018);La historia sucede en 2045, con el mundo al borde del caos y el colapso. Pero la gente encuentra la salvación en OASIS, universo expansivo de realidad virtual creado por el brillante y excéntrico James Halliday (Mark Rylance). Halliday muere y su inmensa fortuna será heredada por la primera persona que encuentre un huevo de Pascua digital que él escondió en algún lugar de OASIS... y así se detona una competencia que engancha al mundo entero. Cuando Wade Watts (Tye Sheridan) —un joven e improbable héroe— decide unirse a la competencia, se ve arrastrado dentro de una vertiginosa cacería de tesoros que distrosiona la realidad a través de un universo fantástico de misterio, exploración y peligro.;https://www.themoviedb.org/movie/333339-ready-player-one?language=es-MX;Hombre;25 a 40 años;8;Aventura, Ciencia Ficción
4/1/2019 7:49:30;Relatos salvajes (2014);La película consta de seis episodios que alternan la intriga, la comedia y la violencia. Sus personajes se verán empujados hacia el abismo y hacia el innegable placer de perder el control, cruzando la delgada línea que separa la civilización de la barbarie.;https://www.themoviedb.org/movie/265195-relatos-salvajes?language=es-MX;Hombre;25 a 40 años;8;Comedia, Drama, Suspense
4/1/2019 7:50:15;Rounders (1998);A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.;https://www.themoviedb.org/movie/10220-rounders?language=es-MX;Hombre;18 a 25 años;9;Crimen, Drama
4/1/2019 7:51:31;Santa Sangre (1989);"A young man is confined in a mental hospital. Through a flashback we see that he was traumatized as a child, when he and his family were circus performers: he saw his father cut off the arms of his mother, a religious fanatic and leader of the heretical church of Santa Sangre (""Holy Blood""), and then commit suicide. Back in the present, he escapes and rejoins his surviving and armless mother.";https://www.themoviedb.org/movie/19236-santa-sangre?language=es-MX;Hombre;15 a 18 años;6;Fantasía, Misterio, Terror
4/1/2019 7:52:18;Sherlock Holmes (2009);En un nuevo y dinámico retrato de los personajes más famosos de Arthur Conan Doyle, Sherlock Holmes envía a Holmes y a Watson, su incondicional compañero, a enfrentarse a un nuevo reto. Mostrando unas habilidades para luchar tan letales como su legendaria agudeza intelectual, Holmes peleará como nunca para acabar con un nuevo enemigo y desenmarañar así un complot mortal que podría destruir el país. Adaptación del cómic de Lionel Wigram, que reinventaba los personajes de Arthur Conan Doyle, convirtiendo a Sherlock Holmes (Robert Downey Jr.) y al Doctor John Watson (Jude Law) en detectives con habilidades para el boxeo y el uso de la espada, respectivamente.;https://www.themoviedb.org/movie/10528-sherlock-holmes?language=es-MX;Hombre;18 a 25 años;6;Acción, Aventura, Crimen, Misterio
4/1/2019 7:53:27;Shrek (2001);Había una vez en un pantano muy lejano un ogro cascarrabias llamado Shrek, cuya preciada soledad se ve imprevistamente convulsionada por una invasión de molestos personajes de cuentos. Todos ellos expulsados de su reino por el malvado Lord Farquaad. Decidido a devolverlos a su reino, y salvar el suyo de intrusos, Shrek hace un arreglo con Farquaad, y parte en rescate de la bella Princesa Fiona, con quien Farquaad se casará.;https://www.themoviedb.org/movie/808-shrek?language=es-MX;Hombre;Menos de 15 años;8;Animación, Aventura, Comedia, Familia, Fantasía
4/1/2019 7:54:00;Shrek 2 (2004);Cuando Shrek y la princesa Fiona regresan de su luna de miel, los padres de ella los invitan a visitar el reino de Muy Muy Lejano para celebrar la boda. Para Shrek, al que nunca abandona su fiel amigo Asno, esto constituye un gran problema. Los padres de Fiona, por su parte, no esperaban que su yerno tuviera un aspecto semejante y, mucho menos, que su hija hubiera cambiado tanto.;https://www.themoviedb.org/movie/809-shrek-2?language=es-MX;Hombre;15 a 18 años;7;Animación, Aventura, Comedia, Familia, Fantasía
4/2/2019 7:37:18;Shrek Tercero (2007);"Cuando Shrek se casó con Fiona, no cayó en la cuenta de que tarde o temprano acabaría siendo rey. Así, al caer enfermo su suegro, el Rey Harold, Shrek corre el peligro de tener que abandonar su amado pantano para ocupar el trono; a menos que encuentre un heredero.";https://www.themoviedb.org/movie/810-shrek-the-third?language=es-MX;Hombre;18 a 25 años;6;Animación, Aventura, Comedia, Familia, Fantasía
4/2/2019 7:38:05;Escuadrón Suicida (2016);"La agencia secreta del gobierno A.R.G.U.S., liderada por Amanda Waller, crea una fuerza especial con los peores villanos del mundo: el ""Escuadrón Suicida"", un equipo asignado a misiones mortales a cambio de acortar sus estancias en prisión.";https://www.themoviedb.org/movie/297761-suicide-squad?language=es-MX;Hombre;25 a 40 años;5;Acción, Aventura, Ciencia Ficción, Crimen, Fantasía
4/2/2019 7:39:37;Superman Viaja Al Sol (2011);Impulsado por el odio y los celos, Lex Luthor hurde un complot para matar al Hombre de de Acero - y funciona. Envenenado por la radiación solar, Superman se está muriendo. Con apenas unas semanas de vida por delante, cumple los sueños de su vida, sobre todo revelando su verdadera identidad a Lois Lane. Adaptación animada de la aclamada línea de cómics homónima de Grant Morrison (guión) y Frank Quitely (dibujo).;https://www.themoviedb.org/movie/56590-all-star-superman?language=es-MX;Hombre;25 a 40 años;6;Acción, Animación, Aventura
4/2/2019 7:40:18;Superman vs. La Élite (2012);"Cuando la catástrofe nos golpea, Superman una vez más se arroja a la acción, pero en esta ocasión consigue un poco de ayuda inesperada de un nuevo escuadrón de súper héroes que se llaman a sí mismos La Élite. Compuestos por cuatro poderosos seres y encabezados por el descarado y calculador Manchester Black, esta nueva fuerza trae una cruda, salvaje mentalidad sin barreras en la batalla contra el mal. Con un gran respaldo público a los métodos sanguinarios de la Élite, el escenario se sitúa en una confrontación que tiene a los sentimientos de Superman superados y anticuados. Adaptación libre del cómic ""What's So Funny About Truth, Justice & the American Way?"".";https://www.themoviedb.org/movie/103269-superman-vs-the-elite?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación
4/2/2019 7:45:20;Superman y Batman Apocalipsis (2010);"Después de que una nave espacial se estrelle en el puerto de Gotham City, Batman y Superman se encontrarán con un kyrptoniano con poderes a la altura de los del Hombre de Acero. Este personaje resultará ser Kara, primo de Superman. Sin embargo, Darkseid consigue hacerse con el control mental de Kara para hacer frente al Hombre de Acero. Ahora, está en las manos de Batman y Superman el salvar al kryptoniano y derrotar a Darskeid. Como su propio título indica, estará basada en la serie Superman/Batman: Supergirl, a cargo de Jeph Loeb, Michael Turner y Peter Steigerwald y será la continuación espiritual de ""Superman/Batman: Public Enemies""";https://www.themoviedb.org/movie/45162-superman-batman-apocalypse?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación, Aventura, Ciencia Ficción, Familia
4/2/2019 7:46:18;Superman/Batman: Enemigos Públicos (2009);Largometraje que adapta el cómic homónimo de Jeph Loeb y Ed McGuinness. La historia presenta a Lex Luthor como presidente de los Estados Unidos. Con su poder, decide inculpar al hombre de acero (Superman) y al murciélago (Batman) en un crimen, provocando cacería por sus cabezas;https://www.themoviedb.org/movie/22855-superman-batman-public-enemies?language=es-MX;Hombre;25 a 40 años;8;Acción, Animación, Aventura, Familia
4/2/2019 7:46:57;Superman: Sin Límites (2013);Un androide imparable en el horizonte. Una bola de fuego misteriosa que se dirige a toda velocidad hacia la tierra. Una bella e intrépida reportera que no se detendrá ante nada para conseguir su historia. Es sólo otro día para el héroe Hombre de Acero…sólo que esta vez, para bien o para mal, tiene a su impredecible prima, Supergirl, a su lado. La aventura comienza cuando Superman se entera de la fuerza implacable del conocido Brainiac, quien se ha apoderado de la ciudad de Krypton, capital de Kandor, y la ha miniaturizado. Decidido a liberar a la metrópoli capturada y a proteger su planeta del creciente poder de Brainiac, Superman se enfrenta a su mayor enemigo en esta película de animación original de DC Universe basada en la miniserie de los cómics.;https://www.themoviedb.org/movie/166076-superman-unbound?language=es-MX;Hombre;25 a 40 años;8;Acción, Animación, Aventura
4/3/2019 7:17:24;Wild Tango (1993);A biopic based on the life of one of the pioneer argentine rock stars 'Tanguito'. The movie tells the story of his rise and fall from grace, encompassed in violent times of a military regime.;https://www.themoviedb.org/movie/73857-tango-feroz-la-leyenda-de-tanguito?language=es-MX;Hombre;25 a 40 años;8;Drama, Música
4/3/2019 7:18:16;Los Jovenes Titanes: Misión Tokio (2006);Los héroes más serenos de América, los Titanes jóvenes, van a Tokio para detectar al criminal japonés misterioso Brushogun.;https://www.themoviedb.org/movie/16237-teen-titans-trouble-in-tokyo?language=es-MX;Hombre;25 a 40 años;5;Acción, Animación, Aventura, Ciencia Ficción, Familia
4/3/2019 7:19:01;Thor (2011);El poderoso Thor es desterrado del fantástico reino de Asgard por su padre Odin debido a su arrogancia y es enviado a Midgard, la Tierra, para que viva entre los humanos. Ahí conocerá a Jane y sus amigos, y en donde aprenderá para convertirse en un gran defensor de este reino.;https://www.themoviedb.org/movie/10195-thor?language=es-MX;Hombre;18 a 25 años;8;Acción, Aventura, Fantasía
4/3/2019 7:19:30;Thor: Un mundo oscuro (2013);"Thor lucha por restablecer el orden en el cosmos, pero una antigua raza liderada por el vengativo Malekith regresa con el propósito de volver a sumir el universo en la oscuridad. Se trata de un villano con el que ni siquiera Odín y Asgard se atreven a enfrentarse; por esa razón, Thor tendrá que emprender un viaje muy peligroso, durante el cual se reunirá con Jane Foster y la obligará a sacrificarlo todo para salvar el mundo.";https://www.themoviedb.org/movie/76338-thor-the-dark-world?language=es-MX;Hombre;18 a 25 años;8;Acción, Aventura, Fantasía
4/3/2019 7:20:10;Thor: Ragnarok (2017);Thor está preso al otro lado del universo sin su poderoso martillo y se enfrenta a una carrera contra el tiempo. Su objetivo es volver a Asgard y detener el Ragnarok porque significaría la destrucción de su planeta natal y el fin de la civilización Asgardiana a manos de una todopoderosa y nueva amenaza, la implacable Hela. Pero, primero deberá sobrevivir a una competición letal de gladiadores que lo enfrentará a su aliado y compañero en los Vengadores, ¡el Increíble Hulk!.;https://www.themoviedb.org/movie/284053-thor-ragnarok?language=es-MX;Hombre;25 a 40 años;7;Acción, Aventura, Ciencia Ficción, Comedia, Fantasía
4/3/2019 7:20:51;THX 1138 (1971);People in the future live in a totalitarian society. A technician named THX 1138 lives a mundane life between work and taking a controlled consumption of drugs that the government uses to make puppets out of people. As THX is without drugs for the first time he has feelings for a woman and they start a secret relationship.;https://www.themoviedb.org/movie/636-thx-1138?language=es-MX;Hombre;18 a 25 años;8;Ciencia Ficción, Drama, Misterio
4/3/2019 7:21:32;Todo por que rías (2000);Todo por que rías es un espectáculo realizado por el conjunto de instrumentos informales Les Luthiers, estrenado en el Teatro Astengo de Rosario, Argentina el 3 de junio de 1999, y representado por última vez el 8 de agosto de 2005 en el Auditorio Alfredo Kraus, de Las Palmas de Gran Canaria, España. De nuevo aprovechan el título del espectáculo para hacer un juego de palabras (Todo por que rías/Todo porquerías), como es costumbre en el grupo argentino.;https://www.themoviedb.org/movie/73156-les-luthiers-todo-porque-rias?language=es-MX;Hombre;25 a 40 años;7;Comedia
4/4/2019 7:33:41;Tron: El legado (2010);Cuando Sam Flynn (Garrett Hedlund), programador experto en tecnología de 27 años e hijo de Kevin Flynn (Jeff Bridges), investiga la desaparición de su padre, se encuentra de repente inmerso en un peligroso y salvaje mundo surreal donde existen feroces luchas a muerte, un lugar paralelo donde su padre ha estado viviendo durante 25 años. Con la ayuda de una joven (Olivia Wilde), padre e hijo se embarcarán en un viaje a vida o muerte a través de un universo cibernético, que con el tiempo se ha convertido en mucho más avanzado y peligroso... Secuela del clásico de culto de 1982.;https://www.themoviedb.org/movie/20526-tron-legacy?language=es-MX;Hombre;25 a 40 años;6;Acción, Aventura, Ciencia Ficción
4/4/2019 7:34:25;Underdogs (2013);Set in rural Ohio, the birthplace of football, UNDERDOGS is the story of a small-town high school football team destined to play their cross-town rival, a perennial powerhouse, while standing up for an entire community.;https://www.themoviedb.org/movie/230015-underdogs?language=es-MX;Hombre;18 a 25 años;5;Drama, Familia
4/4/2019 7:35:32;Inframundo (2003);Durante siglos, dos razas han ido evolucionando en las profundidades de la Tierra: los aristocráticos y sofisticados vampiros y los brutales hombres-lobo (Lycans), cuya existencia siempre había formado parte del mundo de los mitos y las leyendas. Estas razas nocturnas son enemigas mortales y están condenadas a vivir en perpetua guerra hasta que sólo una de ellas sobreviva.;https://www.themoviedb.org/movie/277-underworld?language=es-MX;Hombre;18 a 25 años;8;Acción, Fantasía, Suspense
4/4/2019 7:36:13;Inframundo 4: El Despertar (2012);Quince años después de la anterior película la humanidad conoce la existencia tanto de vampiros como licántropos y decididos a acabar con ellos instaura una serie de medidas. Selene es capturada durante el genocidio y despierta después de doce años, momento en el que descubre que se encuentra en una instalación biotecnológica que desarrolla la cura contra los licántropos y vampiros.;https://www.themoviedb.org/movie/52520-underworld-awakening?language=es-MX;Hombre;25 a 40 años;8;Acción, Fantasía, Terror
4/4/2019 7:36:59;Inframundo 2: Evolución (2006);La lucha milenaria entre depredadores ha adoptado nuevas dimensiones de violencia. Ha nacido una nueva raza en nada comparable a ninguna otra conocida. Traicionada por los de su propio clan, la guerrera vampiro Selene, busca venganza. Para ello, decide descubrir la verdad sobre la identidad del primer Inmortal verdadero.;https://www.themoviedb.org/movie/834-underworld-evolution?language=es-MX;Hombre;18 a 25 años;7;Acción, Ciencia Ficción, Fantasía, Suspense
4/4/2019 7:37:40;Inframundo 5: Guerras de sangre (2016);En el inframundo, los vampiros y los hombres lobo recobran nuevas y originales fuerzas, y libran una encarnizada guerra secreta. Mientras, los humanos quedan relegados a servir como su alimento. Para Selene (Kate Beckinsale) este conflicto milenario se ha convertido en algo personal, ya que todas las personas que ha amado han sido siempre perseguidas y capturadas. Con sus únicos aliados, David (Theo James) y su padre Thomas (Charles Dance), Selene deberá detener la encarnizada guerra entre licántropos y vampiros, aunque eso signifique que tenga que hacer un sacrificio final.;https://www.themoviedb.org/movie/346672-underworld-blood-wars?language=es-MX;Hombre;25 a 40 años;8;Acción, Drama, Fantasía, Terror
4/4/2019 7:38:19;V de venganza (2006);"En un futuro no muy lejano, Gran Bretaña se ha convertido en un país totalitario dirigido con mano de hierro por un tirano (John Hurt). Una tarde, tras el toque de queda, Evey (Natalie Portman) es rescatada en plena calle por un misterioso enmascarado cuyo nombre es ""V"" (Hugo Weaving). El extraño personaje le explica cuáles son sus planes para recuperar la libertad. En efecto, todas las acciones de V tendrán como objetivo hacer estallar en todo el país una revolución contra el gobierno fascista.";https://www.themoviedb.org/movie/752-v-for-vendetta?language=es-MX;Hombre;18 a 25 años;10;Acción, Fantasía, Suspense
4/5/2019 7:30:14;Avengers: Era de Ultrón (2015);Cuando Tony Stark intenta reactivar un programa caído en desuso cuyo objetivo es mantener la paz, las cosas empiezan a torcerse y los héroes más poderosos de la Tierra, incluyendo a Iron Man, Capitán América, Thor, El Increíble Hulk, Viuda Negra y Ojo de Halcón, tendrán que afrontar la prueba definitiva cuando el destino del planeta se ponga en juego. Cuando el villano Ultrón emerge, le corresponderá a Los Vengadores detener sus terribles planes, que junto a incómodas alianzas llevarán a una inesperada acción que allanará el camino para una épica y única aventura.;https://www.themoviedb.org/movie/99861-avengers-age-of-ultron?language=es-MX;Hombre;25 a 40 años;7;Acción, Aventura, Ciencia Ficción
4/5/2019 7:30:51;Venom (2018);Como periodista, Eddie Brock (Tom Hardy) lleva tiempo intentando desenmascarar al creador de la Fundación Vida, el famoso genio científico Carlton Drake (Riz Ahmed), una obsesión que ha arruinado su carrera y su relación con su novia, Anne (Michelle Williams). Al investigar uno de los experimentos de Drake, el ente alienígena Venom se fusiona con el cuerpo de Eddie, y el reportero adquiere de pronto nuevos e increíbles superpoderes, así como la oportunidad de hacer prácticamente lo que se le antoje. Retorcido, oscuro, impredecible e impulsado por la ira, Venom obliga a Eddie a luchar por controlar unas habilidades sumamente peligrosas que, al mismo tiempo, también resultan embriagadoras y le hacen sentir poderoso. Dado que Eddie y Venom se necesitan mutuamente para conseguir lo que quieren, se van entremezclando cada vez más...;https://www.themoviedb.org/movie/335983-venom?language=es-MX;Hombre;25 a 40 años;6;Acción, Ciencia Ficción
4/5/2019 7:31:31;La Mujer Maravilla (2017);Diana, una princesa guerrera perteneciente al pueblo de las amazonas, fue criada en una isla protegida y entrenada para ser una luchadora invencible. Después de que un piloto estadounidense, Steve Trevor, se estrellase en dicha isla, es salvado por la princesa, a quien le relata sobre el desarrollo de una guerra mundial que está sucediendo. Entonces, Diana sale de su hogar para tratar de detener la guerra.;https://www.themoviedb.org/movie/297762-wonder-woman?language=es-MX;Hombre;25 a 40 años;8;Aventura, Bélica, Fantasía
4/5/2019 7:32:26;X-Men: Apocalipsis (2016);Desde los albores de la civilización, fue adorado como un dios. Apocalypse, el primer y más poderoso mutante del universo X-Men de Marvel, amasó los poderes de muchos otros mutantes, volviéndose inmortal e invencible. Al despertar después de miles de años, se siente desilusionado con el mundo tal y como lo encuentra, y recluta a un equipo de poderosos mutantes, incluyendo un descorazonado Magneto (Michael Fassbender), para purificar a la humanidad y crear un nuevo orden mundial sobre el cual reinará. Al pender de un hilo el destino de la Tierra, Raven (Jennifer Lawrence) con la ayuda del Profesor X (James McAvoy) debe capitanear a un equipo de jóvenes X-Men, para detener a su mayor némesis y salvar a la humanidad de su completa destrucción.;https://www.themoviedb.org/movie/246655-x-men-apocalypse?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción, Fantasía
4/5/2019 7:33:17;X-Men: Primera generación (2011);Antes de que los mutantes se dieran a conocer y adoptaran los nombres de Profesor X y Magneto, los jóvenes Charles Xavier (James McAvoy) y Erik Lehnsherr (Michael Fassbender) empezaban a descubrir sus poderes. No había animadversión alguna entre ellos, sino que los unía una sincera amistad y el deseo de trabajar juntos y entrenar a un grupo de jóvenes mutantes para evitar el Armagedón nuclear. Su enemigo común: el malvado Sebastian Shaw (Kevin Bacon), un mutante con el que Erik tiene una cuenta pendiente.;https://www.themoviedb.org/movie/49538-x-men-first-class?language=es-MX;Hombre;18 a 25 años;8;Acción, Aventura, Ciencia Ficción
4/5/2019 7:33:53;Ángeles y demonios (2009);"El profesor de simbología religiosa Robert Langdon, absorto en la investigación de una antigua secta satánica, la de los ""Illuminati"", busca el arma más mortífera de la humanidad (antimateria), que algunos miembros de esta secta han introducido en el Vaticano. Langdon y una científica italiana se lanzan a una carrera contrarreloj para evitar el desastre.";https://www.themoviedb.org/movie/13448-angels-demons?language=es-MX;Hombre;18 a 25 años;8;Misterio, Suspense
4/5/2019 7:34:44;Pi (1998);The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.;https://www.themoviedb.org/movie/473?language=es-MX;Hombre;18 a 25 años;9;Drama, Misterio, Suspense
4/21/2019 13:36:49;The Dirt (2019);The story of Mötley Crüe and their rise from the Sunset Strip club scene of the early 1980s to superstardom.;https://www.themoviedb.org/movie/327331-the-dirt?language=es-MX;Hombre;25 a 40 años;7;Comedia, Drama, Música
4/21/2019 13:37:37;We are Twisted Fucking Sister! (2016);In 1984, American heavy metal band Twisted Sister became a global sensation. For 30 years, they been synonymous with hairspray, women's clothing and tasteless album covers. Until now. Ten years ago, director Andrew Horn was granted access to the archives of Twisted Sister founder Jay French and in We are Twisted fucking Sister he explores the decade that preceded their breakthrough.;https://www.themoviedb.org/movie/324421-we-are-twisted-fucking-sister?language=es-MX;Hombre;25 a 40 años;5;Comedia, Documental, Música
4/28/2019 18:13:13;Avengers Endgame (2019);"Tras los sucesos de ""Vengadores: Infinity War"", los superhéroes que sobrevivieron a Thanos se reunen para poner en práctica un plan definitivo que podría acabar con el villano definitivamente. No saben si funcionará, pero es su única oportunidad de intentarlo. Cuarta entrega de la saga ""Vengadores""";https://www.themoviedb.org/movie/299534-avengers-endgame?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción
5/20/2019 7:58:59;Pokémon Detective Pikachu (2019);"La historia comienza cuando el gran detective privado Harry Goodman desaparece misteriosamente; Tim, su hijo de 21 años, debe averiguar qué sucedió. En la investigación lo ayuda el antiguo compañero Pokémon de Harry, el Detective Pikachu: un super detective adorable, ocurrente y graciosísimo que se asombra incluso a sí mismo. Tim y Pikachu se dan cuenta que increíblemente pueden comunicarse, y unen fuerzas en una aventura emocionante para develar el misterio enmarañado. Mientras buscan pistas en las calles resplandecientes de Ryme City, una vasta metrópolis moderna donde los humanos y los Pokémon comparten un mundo real hiperrealista, encuentran distintos personajes Pokémon y descubren un complot impactante que podría destruir la convivencia pacífica y amenazar a todo el universo Pokémon.";https://www.themoviedb.org/movie/447404-detective-pikachu?language=es-MX;Hombre;25 a 40 años;8;Acción, Animación, Aventura, Ciencia Ficción, Comedia, Familia, Misterio
